,Incident,Location,Reported-edited,Occurred,Comments / Nature of Fire,Disposition,UCPDI#,Hour,Week_Day,Month,Year,Weeks Since Start,Years since start,Months since start,week-composite,month-composite,Day of month,Date
10756,Missing Person,57th & University,43226.82014,5/5/18 to 5/6/18 12:00 PM to 7:40 PM,Relative reported adult person missing / Missing person located and in no need of police assistance,Closed,18-00445,19,1,5,2018,409,8,94,1-409,5-94,6,5/6/2018
10757,Information / Armed Robbery,5625 S. Blackstone (Public Way),43227.0375,43227.02431,Individual walking on the sidewalk off campus was approached by a subject riding a bicycle / The suspect displayed a handgun and took the victim's iPhone before fleeing southbound on the bicycle / Victim reported no physical injuries / CPD case JB253040,CPD,18-00446,0,2,5,2018,409,8,94,2-409,5-94,7,5/7/2018
10758,Information / Burglary,Drexel between 54th & 55th,43227.80694,5/7/18 11:30 AM to 7:00 PM,Unknown person(s) gained entry to off campus private apartment via unsecured rear door and took property / CPD case JB254460,CPD,18-00447,19,2,5,2018,409,8,94,2-409,5-94,7,5/7/2018
10759,Information / Aggravated Robbery,Kimbark between 49th & 50th,43227.85,43227.84375,"Two unknown suspects approached victim on the front porch of an off campus private residence / One suspect implied a weapon - no weapon seen - and took victim's iPhone, wallet, and keys before fleeing on foot / CPD case JB254337",CPD,18-00448,20,2,5,2018,409,8,94,2-409,5-94,7,5/7/2018
10760,Possession of Narcotics,1376 E. 53rd St. (Public Way),43228.02708,43228.02431,UCPD officers arrested an individual for possessing between 30-100 grams of cannabis and other drug paraphernalia,Arrest,18-00449,0,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10761,Theft from Motor Vehicle,6000 S. Drexel (Wells Parking Lot)`,43228.35764,5/7/18 6:00 AM to 3:00 PM,Unknown person(s) removed a catalytic converter from a Kia Sportage parked in the lot,Open,18-00450,8,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10762,Lost Property,800 E. 55th St. (Friend Center),43228.43611,5/8/18 9:50 AM to 10:25 AM,Individual reports losing a wallet while in the Friend Center,Closed,18-00451,10,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10763,Information / Robbery,5200 S. Lake Park (Public Way),43228.64792,43228.61458,"Unknown suspect approached victim from the rear, pushed victim to the ground, grabbed cell phone before fleeing on foot westbound on 52nd St. / Victim reported no physical injuries / CPD case JB255360",CPD,18-00452,15,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10764,Information / Armed Robbery,5733 S. Kimbark (Public Way),43228.78264,43228.77431,"A person walking on the sidewalk off campus was approached from the rear by two unknown suspects, one armed with a handgun / The suspects took the victim's backpack before fleeing to a waiting silver car / The victim reported no physical injuries / CPD case JB255670",CPD,18-00453,18,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10765,Information / Armed Robbery,Drexel between 61st & 62nd,43228.88611,43228.875,"Two unknown suspects, one armed with a handgun, approached an individual sitting on the porch of an off campus private residence / Suspects took the victim's iPhone and fled on foot / Victim reported no physical injuries / The suspects were described as pre-teens / CPD case JB255836",CPD,18-00454,21,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10766,Found Narcotics,5700 S. Maryland (CCD),43228.92083,43228.875,Staff member found a small baggie of suspect narcotics in room / Turned over to UCPD for proper disposal,Closed,18-00455,22,3,5,2018,409,8,94,3-409,5-94,8,5/8/2018
10767,Theft from Motor Vehicle,6000 S. Stony Island (Parking Lot),43229.36806,5/7/18 9:30 AM to 2:00 PM,Unknown person(s) took a catalytic converter from a Lexus parked in the lot,Open,18-00456,8,4,5,2018,409,8,94,4-409,5-94,9,5/9/2018
10768,Theft,1130 E. Midway Pl.,43229.50625,5/7/18 3:00 PM to 6:00 PM,"Unattended, unsecured backpack taken from Midway Plaisance playing field",Open,18-00457,12,4,5,2018,409,8,94,4-409,5-94,9,5/9/2018
10769,Lost Property,1155 E. 60th St. (Harris School),43229.64097,5/6/18 2:00 AM to 2:00 PM,Individual reports losing headphones while in the Harris School,Closed,18-00458,15,4,5,2018,409,8,94,4-409,5-94,9,5/9/2018
10770,Lost Property,5700 S. Maryland (CCD),43230.10972,5/8/18 to 5/9/18 9:00 PM to 9:00 PM,Patient reports losing credit cards and driver's license after transferring rooms,Closed,18-00459,2,5,5,2018,410,8,94,5-410,5-94,10,5/10/2018
10772,Theft,5757 S. University (Saieh Hall),43231.36597,5/11/18 8:00 AM to 8:20 AM,"Laptop taken from unattended, unsecured backpack left in common area",Open,18-00461,8,6,5,2018,410,8,94,6-410,5-94,11,5/11/2018
10771,Information / Fraud,Lake Shore Dr. Between 50th & 51st,43231.38056,4/20/18 to 5/3/18 10:30 AM to 11:45 AM,Information re. international fraud / CPD case,Referred to CPD,18-00460,9,6,5,2018,410,8,94,6-410,5-94,11,5/11/2018
10774,Found Property,1060 E. 47th St.,43231.44306,43231.44306,"Backpack, cell phone, and shopping bag with clothing found on the street / Inventoried at UCPD for safekeeping",Closed,18-00463,10,6,5,2018,410,8,94,6-410,5-94,11,5/11/2018
10773,Theft,5835 S. Cottage Grove (UCM Loading Dock),43231.47639,12/14/17 to 12/15/17 2:00 PM to 11:00 AM,Medical equipment awaiting shipment was taken from the loading dock,Open,18-00462,11,6,5,2018,410,8,94,6-410,5-94,11,5/11/2018
10775,Information / Burglary,Ingleside between 52nd & 53rd,43231.65694,5/11/18 11:30 AM to 3:20 PM,Unknown person(s) entered an off campus private residence by prying front door lock and took property / CPD case JB259768,CPD,18-00464,15,6,5,2018,410,8,94,6-410,5-94,11,5/11/2018
10776,Information / Armed Robbery,5046 S. Ellis (Public Way),43232.00486,43232.00347,"Two unknown suspects, one armed with a handgun, took a backpack from an individual walking on the sidewalk off campus before fleeing to a waiting white car / Victim reported no physical injuries / CPD case JB260238",CPD,18-00465,0,7,5,2018,410,8,94,7-410,5-94,12,5/12/2018
10777,Liquor Law Violation,5500 S. University (Campus North RH),43232.02083,43232.02083,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Referred,18-00466,0,7,5,2018,410,8,94,7-410,5-94,12,5/12/2018
10778,Narcotics,1438 E. 59th St. (Metra Station),43233.02847,43233.02847,"During a premise check, UCPD officer confiscated a small amount of marijuana and illegal drug paraphernalia / Inventoried for proper disposal",Closed,18-00467,0,1,5,2018,410,8,94,1-410,5-94,13,5/13/2018
10779,Medical Call,Woodlawn between 54th & 55th,43233.09444,43233.09444,Sick person was transported to ER by CFD EMS for evaluation and treatment,Closed,18-00468,2,1,5,2018,410,8,94,1-410,5-94,13,5/13/2018
10780,Theft from Motor Vehicle,5759 S. Cottage Grove (Public Way),43234.36736,5/13/18 to 5/14/18 7:00 PM to 8:00 AM,Unknown person(s) smashed window of unoccupied car parked at the curb and took a phone charger,Open,18-00469,8,2,5,2018,410,8,94,2-410,5-94,14,5/14/2018
10781,Assault,5700 S. Maryland (CCD),43234.43472,43234.42708,Subject threatened a UCM staff member with bodily harm / Arrested by UCPD,Arrest,18-00470,10,2,5,2018,410,8,94,2-410,5-94,14,5/14/2018
10782,Found Property,850 E. 61st St. (UCPD HQ),43234.47153,43234.47153,First Transit supervisor turned over various items of property found on UC Shuttle buses / Inventoried for safekeeping,Closed,18-00471,11,2,5,2018,410,8,94,2-410,5-94,14,5/14/2018
10783,Stalking,1100 E. 57th St. (Regenstein Library) & 5706 S. University (Reynolds Club),43234.47361,10/1/17 to Present Various dates and times,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by an unknown individual / Due to confidentiality of reporting, limited information is available regarding this incident",No Investigation Referred to Title IX Coordinator,CSA Report 18-026,11,2,5,2018,410,8,94,2-410,5-94,14,5/14/2018
10784,DUI Arrest,5700 S. Cornell,43234.92986,43234.92986,"UCPD officer arrested a motorist for felony DUI, and driving with revoked driver's license",Arrest,18-00472,22,2,5,2018,410,8,94,2-410,5-94,14,5/14/2018
10785,Stalking,1100E. 57th St. (Regenstein Library),43235.92847,5/1/18 and other various dates and times,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",No Investigation Referred to Title IX Coordinator,CSA Report 18-027,22,3,5,2018,410,8,94,3-410,5-94,15,5/15/2018
10787,Found Property,5300 S. Kimbark,43236.025,43235.92014,UCPD officers recovered a Samsung Galaxy cell phone / Inventoried for safekeeping,Closed,18-00475,0,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10788,Theft,5815 S. Maryland (Mitchell Hospital),43236.42222,5/16/18 8:45 AM to 9:00 AM,"Unattended, unsecured ring taken from patient's room",Open,18-00476,10,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10789,Robbery,1402 E. 55th St. (Public Way),43236.43889,43235.92014,Three unknown suspects took property from a victim walking on the sidewalk off campus / Victim reported no physical injuries,Open,18-00477,10,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10790,Theft,1126 E. 59th St. (Social Science Research Bike Rack),43236.77292,5/16/18 10:00 AM to 3:00 PM,Secured bicycle taken from bike rack,Open,18-00478,18,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10791,Information,5656 S. Maryland (UCM ER),43236.77708,43236.77708,Disorderly patient attempted to leave ER without being properly discharged / Peace restored,Closed,18-00479,18,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10793,Information,5700 S. Maryland (CCD),43236.92778,43236.92014,Patient arguing with UCM staff members / Peace restored,Closed,18-00481,22,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10792,Information / Attempt Robbery,912 E. 53rd St. (Public Way),43236.95069,43236.94444,Unknown suspect attempted to take property from an individual walking on the sidewalk off campus / Suspect fled after victim sought help from passing motorist / CPD case JB266655,CPD,18-00480,22,4,5,2018,410,8,94,4-410,5-94,16,5/16/2018
10794,Mental Health Transport,Kimbark between 57th & 58th,43237.10139,43237.10139,Individual transported to ER by CFD EMS for evaluation,Closed,18-00482,2,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10795,Lost Property,5700 S. Stony Island (Public Way),43237.3125,5/17/18 2:00 AM to 3:00 AM,Individual reports losing a briefcase on the public way at 57th & Stony Island,Closed,18-00483,7,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10798,Assist Other Agency,814 E. 54th St. (Public Way),43237.41528,43237.41528,UCPD officers assisted CPD with a domestic disturbance / CPD officer recovered a handgun / Suspect charged with weapons violation / CPD case JB267041,CPD,18-00486,9,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10796,Harassment by Electronic Means,6300 S. University (Charter School),43237.42778,43237.33333,Individual reported receiving harassing text messages,Closed,18-00484,10,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10797,Injured Person,5706 S. University (Reynolds Club),43237.44931,43237.44792,UC staff member suffered a cut on the head while working with air duct / Transported to ER by CFD EMS for evaluation and treatment,Closed,18-00485,10,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10799,Lost Property,5758 S. Maryland (DCAM),43237.61806,5/16/18 to 5/17/18 6:00 PM to 9:30 AM,Individual left backpack in public waiting area / Returned to area and could not locate the backpack,Closed,18-00487,14,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10800,Information / Damage to Property,850 E. 61st St. (UCPD HQ),43237.6625,43237.6625,Minor damage documented on UC owned vehicle,Closed,18-00488,15,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10801,Mental Health Transport,56th & Woodlawn,43237.77708,43237.77708,Individual transported to ER for evaluation and treatment,Closed,18-00489,18,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10802,Information / Theft from Person,1174 E. 57th St.,43237.93819,43237.93403,Unknown suspect grabbed cell phone from the hands of a person sitting on the steps of a building / Suspect fled northbound on foot / CPD case JB268026,CPD,18-00490,22,5,5,2018,411,8,94,5-411,5-94,17,5/17/2018
10803,Damage to Property,1372 E. 53rd St.,43238.35903,5/18/18 6:00 AM to 8:00 AM,"Debris from construction site fell, scratching vehicle parked at the curb",Closed,18-00491,8,6,5,2018,411,8,94,6-411,5-94,18,5/18/2018
10804,Information,1120 E. 57th St. (Bartlett Quad),43238.37847,5/16/18 to 5/18/18 12:00 PM to 2:00 AM,Forty small flags placed in quad area were removed by unknown person(s),Closed,18-00492,9,6,5,2018,411,8,94,6-411,5-94,18,5/18/2018
10805,Medical Call,5501 S. University (Baker Dining Hall),43238.56667,43238.56667,Ill person transported to ER by CFD EMS for evaluation and treatment,Closed,18-00493,13,6,5,2018,411,8,94,6-411,5-94,18,5/18/2018
10806,Theft,915 E. 60th St. (Logan Center),43238.77917,5/18/2018 10:30 AM to 10:35 AM,Laptop computer taken from victim's bag left unattended and unsecured in 2nd floor lounge,Open,18-00494,18,6,5,2018,411,8,94,6-411,5-94,18,5/18/2018
10807,Injured Person,915 E. 60th St. (Logan Center),43238.85972,43238.85417,"Individual fell practicing stunt, her head striking the floor / Transported to ER by CFD EMS",Closed,18-00495,20,6,5,2018,411,8,94,6-411,5-94,18,5/18/2018
10808,Liquor Law Violation,5500 S. University (Campus North RH),43239.69375,43239.69375,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation and treatment,Referred,18-00496,16,7,5,2018,411,8,94,7-411,5-94,19,5/19/2018
10809,Found Property,5500 S. Kimbark (Public Way),43239.74514,43239.72917,Individual found a cell phone on the sidewalk / Turned over to UCPD / Owner located / Cell phone returned to owner,Closed,18-00497,17,7,5,2018,411,8,94,7-411,5-94,19,5/19/2018
10811,Information / Theft,5500 S. Hyde Park (Public Way),43239.79583,43239.78472,Individual was standing on the street off campus holding her bicycle when an unknown passenger of a passing gray car reached out of the window and took the victim's purse from a basket on the bicycle and drove off / CPD case,CPD,18-00499,19,7,5,2018,411,8,94,7-411,5-94,19,5/19/2018
10810,Medical Call,1131 E. 57th St. (Hutchinson Commons),43239.84583,43239.84583,Sick person transported to ER by CFD EMS for evaluation and treatment,Closed,18-00498,20,7,5,2018,411,8,94,7-411,5-94,19,5/19/2018
10812,Burglary,5811 S. Ellis (Cobb Hall),43240.33611,43240.33333,UCPD officers investigating a suspicious noise complaint found suspect had forced entry to basement coffee shop / Suspect found hiding in location was taken into custody and charged with burglary,Arrest,18-00500,8,1,5,2018,411,8,94,1-411,5-94,20,5/20/2018
10813,Information,924 E. 57th St. (BSLC),43240.39097,43240.39097,Notification that main entrance doors do not properly secure / Notifications to Facilities and Plant Dept.,Closed,18-00501,9,1,5,2018,411,8,94,1-411,5-94,20,5/20/2018
10814,Criminal Damage to Vehicle,854 E. 59th St.,43240.49931,5/20/18 7:00 AM to 11:50 AM,Unknown person(s) broke both passenger's side and driver's side view mirrors of vehicle parked on the street,Open,18-00502,11,1,5,2018,411,8,94,1-411,5-94,20,5/20/2018
10815,Traffic Crash,5700 S. Woodlawn,43240.75486,43240.75347,Cyclist fell from bike after sideswipe crash with a car / Cyclist declined medical assistance / CPD case JB271530,CPD,18-00503,18,1,5,2018,411,8,94,1-411,5-94,20,5/20/2018
10816,Theft,915 E. 60th St. (Logan Center),43240.78194,43239.85417,Headphones and charging cable taken from purse left unattended and unsecured on bench next to east theater,Open,18-00504,18,1,5,2018,411,8,94,1-411,5-94,20,5/20/2018
10817,Injured Person,1100 E. 57th St. (Regenstein Library),43241.42431,43241.41319,Staff member fell from ladder striking left knee / Transported to ER by CFD EMS for evaluation and treatment,Closed,18-00505,10,2,5,2018,411,8,94,2-411,5-94,21,5/21/2018
